"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]  /  [	0.2	V at 	1	m]"
10,196.8	77.9887	10,196.8	77.9356	10,196.8	75.1449	10,196.8	70.6727	10,196.8	48.2272	10,196.8	43.755	10,196.8	40.9643
10,556.4	79.0142	10,556.4	78.9584	10,556.4	76.1979	10,556.4	71.7012	10,556.4	48.2215	10,556.4	43.7247	10,556.4	40.9643
10,928.5	80.2227	10,928.5	80.0066	10,928.5	77.1966	10,928.5	72.6533	10,928.5	48.3176	10,928.5	43.7743	10,928.5	40.9643
11,313.7	80.2947	11,313.7	80.0525	11,313.7	77.2649	11,313.7	72.7821	11,313.7	48.2346	11,313.7	43.7518	11,313.7	40.9643
11,712.9	80.0528	11,712.9	80.2151	11,712.9	77.376	11,712.9	73.0158	11,712.9	48.1635	11,712.9	43.8033	11,712.9	40.9643
12,126	80.2979	12,126	80.3525	12,126	77.4525	12,126	73.0816	12,126	48.2351	12,126	43.8643	12,126	40.9643
12,553.7	80.3706	12,553.7	80.3813	12,553.7	77.5053	12,553.7	73.0394	12,553.7	48.3061	12,553.7	43.8403	12,553.7	40.9643
12,996.1	79.991	12,996.1	80.0102	12,996.1	77.1182	12,996.1	72.6617	12,996.1	48.3127	12,996.1	43.8562	12,996.1	40.9643
13,454.6	79.3272	13,454.6	79.4035	13,454.6	76.5421	13,454.6	72.0803	13,454.6	48.2875	13,454.6	43.8256	13,454.6	40.9643
13,928.5	80.202	13,928.5	79.8816	13,928.5	76.886	13,928.5	72.3195	13,928.5	48.5263	13,928.5	43.9598	13,928.5	40.9643
14,419.9	78.9822	14,419.9	78.4034	14,419.9	75.3011	14,419.9	70.6931	14,419.9	48.6745	14,419.9	44.0666	14,419.9	40.9643
14,928.2	78.5582	14,928.2	78.0939	14,928.2	74.8296	14,928.2	70.1824	14,928.2	48.8758	14,928.2	44.2286	14,928.2	40.9643
15,454.8	77.8698	15,454.8	77.2576	15,454.8	73.8997	15,454.8	69.1638	15,454.8	49.058	15,454.8	44.3222	15,454.8	40.9643
15,999.8	77.6795	15,999.8	77.1862	15,999.8	73.9603	15,999.8	69.1666	15,999.8	48.9839	15,999.8	44.1902	15,999.8	40.9643
16,564.5	80.3679	16,564.5	79.8327	16,564.5	76.4482	16,564.5	71.6207	16,564.5	49.1763	16,564.5	44.3488	16,564.5	40.9643
17,148.2	81.6522	17,148.2	80.9855	17,148.2	77.4615	17,148.2	72.5102	17,148.2	49.4396	17,148.2	44.4883	17,148.2	40.9643
17,753.2	81.9539	17,753.2	81.1603	17,753.2	77.4929	17,753.2	72.3878	17,753.2	49.7368	17,753.2	44.6317	17,753.2	40.9643
18,379.4	80.6493	18,379.4	79.6138	18,379.4	75.8367	18,379.4	70.7179	18,379.4	49.8603	18,379.4	44.7414	18,379.4	40.9643
19,027.6	78.2508	19,027.6	77.1243	19,027.6	73.2809	19,027.6	68.1432	19,027.6	49.9455	19,027.6	44.8077	19,027.6	40.9643
19,698.5	76.4554	19,698.5	75.5123	19,698.5	71.7847	19,698.5	66.6578	19,698.5	49.8187	19,698.5	44.6918	19,698.5	40.9643
19,999.5	74.7387	19,999.5	73.9571	19,999.5	70.3647	19,999.5	65.3133	19,999.5	49.6081	19,999.5	44.5566	19,999.5	40.9643
